name,type_id,1st,2nd,3rd,4th,5th
莱塔卢蓝图,36971,蓝图和反应,建筑,工程复合体,,
阿兹贝尔蓝图,36972,蓝图和反应,建筑,工程复合体,,
索迪约蓝图,36973,蓝图和反应,建筑,工程复合体,,
阿塔诺蓝图,36977,蓝图和反应,建筑,精炼厂,,
塔塔拉蓝图,36978,蓝图和反应,建筑,精炼厂,,
屹立制导炸弹发射器蓝图 I,37008,蓝图和反应,建筑设备,建筑武器,制导炸弹发射器,
屹立弹道控制系统蓝图 I,37020,蓝图和反应,建筑设备,建筑武器,武器升级件,弹道控制系统
屹立市场中心蓝图 I,37022,蓝图和反应,建筑设备,服务装备,堡垒服务装备,
屹立克隆中心蓝图 I,37023,蓝图和反应,建筑设备,服务装备,堡垒服务装备,
屹立协处理器阵列蓝图 I,37028,蓝图和反应,建筑设备,电子学和感应器升级件,CPU升级件,
屹立定点防御炮塔蓝图 I,37029,蓝图和反应,建筑设备,工程装备,定点防卫炮塔,
屹立电弧弦投射器蓝图 I,37030,蓝图和反应,建筑设备,建筑武器,末日武器装置,
屹立提炼设施蓝图 I,37032,蓝图和反应,建筑设备,服务装备,资源提炼服务装备,
屹立卫星钻探蓝图 I,37034,蓝图和反应,建筑设备,服务装备,资源提炼服务装备,
屹立可变光谱ECM蓝图 I,37041,蓝图和反应,建筑设备,电子战,ECM,
屹立超大型能量中和器蓝图 I,37043,蓝图和反应,建筑设备,工程装备,能量中和器,
屹立重型能量中和器蓝图 I,37044,蓝图和反应,建筑设备,工程装备,能量中和器,
屹立导弹制导增强器蓝图 I,37045,蓝图和反应,建筑设备,建筑武器,武器升级件,导弹制导增强器
屹立反旗舰导弹发射器蓝图 I,37047,蓝图和反应,建筑设备,建筑武器,导弹发射器,建筑反旗舰发射器
屹立多功能导弹发射器蓝图 I,37048,蓝图和反应,建筑设备,建筑武器,导弹发射器,建筑反非旗舰发射器
因卡萨斯级酷菲涂装,37055,舰船涂装,护卫舰,标准护卫舰,盖伦特,
亥伯龙神级酷菲涂装,37056,舰船涂装,战列舰,标准战列舰,盖伦特,
托勒克斯级酷菲涂装,37057,舰船涂装,巡洋舰,标准巡洋舰,盖伦特,
屹立反应堆控制组件蓝图 I,37060,蓝图和反应,建筑设备,工程装备,反应堆控制单元,
屹立远程感应抑阻器蓝图 I,37066,蓝图和反应,建筑设备,电子战,远程感应抑阻器,
屹立停滞缠绕光束蓝图 I,37080,蓝图和反应,建筑设备,电子战,停滞缠绕光束,
屹立目标标记装置蓝图 I,37081,蓝图和反应,建筑设备,电子战,目标标记装置,
屹立武器扰断器蓝图 I,37083,蓝图和反应,建筑设备,电子战,武器扰断器,
屹立聚焦跃迁扰断器蓝图 I,37087,蓝图和反应,建筑设备,电子战,跃迁扰频器,
永恒者级,37135,舰船,护卫舰,高级护卫舰,勘探护卫舰,
屹立中型基础中型舰船制造材料效率 I,37146,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型基础中型舰船制造材料效率 II,37147,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型无人机和铁骑舰载机制造时间效率 I,37148,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型无人机和铁骑舰载机制造时间效率 II,37149,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型弹药制造时间效率 I,37150,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型弹药制造时间效率 II,37151,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型基础大型舰船制造材料效率 II,37152,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型基础中型舰船制造时间效率 II,37153,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型基础小型舰船制造材料效率 I,37154,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型基础小型舰船制造材料效率 II,37155,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型无人机和铁骑舰载机制造材料效率 I,37156,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型无人机和铁骑舰载机制造材料效率 II,37157,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型弹药制造材料效率 I,37158,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型弹药制造效率 II,37159,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型设备制造时间效率 I,37160,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型设备制造时间效率 II,37161,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型基础小型舰船制造时间效率 I,37162,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立中型基础小型舰船制造时间效率 II,37163,建筑改装件,建筑工程改装件,中型建筑工程改装件,,
屹立大型弹药制造效率 I,37164,建筑改装件,建筑工程改装件,大型建筑工程改装件,,
屹立大型弹药制造效率 II,37165,建筑改装件,建筑工程改装件,大型建筑工程改装件,,
屹立大型基础大型舰船制造效率 I,37166,建筑改装件,建筑工程改装件,大型建筑工程改装件,,
屹立大型基础大型舰船制造效率 II,37167,建筑改装件,建筑工程改装件,大型建筑工程改装件,,
屹立大型高级大型舰船制造效率 I,37168,建筑改装件,建筑工程改装件,大型建筑工程改装件,,
屹立大型高级大型舰船制造效率 II,37169,建筑改装件,建筑工程改装件,大型建筑工程改装件,,
屹立大型设备制造效率 I,37170,建筑改装件,建筑工程改装件,大型建筑工程改装件,,
屹立大型设备制造效率 II,37171,建筑改装件,建筑工程改装件,大型建筑工程改装件,,
屹立大型旗舰制造效率 II,37172,建筑改装件,建筑工程改装件,大型建筑工程改装件,,
屹立大型旗舰制造效率 I,37173,建筑改装件,建筑工程改装件,大型建筑工程改装件,,
屹立大型高级组件制造效率 I,37174,建筑改装件,建筑工程改装件,大型建筑工程改装件,,
屹立大型高级组件制造效率 II,37175,建筑改装件,建筑工程改装件,大型建筑工程改装件,,
屹立超大型设备和消费品制造效率 I,37178,建筑改装件,建筑工程改装件,超大型建筑工程改装件,,
屹立超大型设备和消费品制造效率 II,37179,建筑改装件,建筑工程改装件,超大型建筑工程改装件,,
屹立超大型舰船制造效率 I,37180,建筑改装件,建筑工程改装件,超大型建筑工程改装件,,
屹立超大型舰船制造效率 II,37181,建筑改装件,建筑工程改装件,超大型建筑工程改装件,,
屹立超大型实验室优化 II,37182,建筑改装件,建筑工程改装件,超大型建筑工程改装件,,
屹立超大型实验室优化 I,37183,建筑改装件,建筑工程改装件,超大型建筑工程改装件,,
屹立中型导弹精度 I,37216,建筑改装件,建筑战斗改装件,中型建筑战斗改装件,,
屹立中型导弹精度 II,37217,建筑改装件,建筑战斗改装件,中型建筑战斗改装件,,
屹立中型能量中和器投射 I,37218,建筑改装件,建筑战斗改装件,中型建筑战斗改装件,,
屹立中型能量中和器投射 II,37219,建筑改装件,建筑战斗改装件,中型建筑战斗改装件,,
屹立中型导弹投射 I,37220,建筑改装件,建筑战斗改装件,中型建筑战斗改装件,,
屹立中型导弹投射 II,37221,建筑改装件,建筑战斗改装件,中型建筑战斗改装件,,
屹立中型能量中和器节能 I,37222,建筑改装件,建筑战斗改装件,中型建筑战斗改装件,,
屹立中型能量中和器节能 II,37223,建筑改装件,建筑战斗改装件,中型建筑战斗改装件,,
屹立中型电子战投射 I,37228,建筑改装件,建筑战斗改装件,中型建筑战斗改装件,,
屹立中型电子战投射 II,37229,建筑改装件,建筑战斗改装件,中型建筑战斗改装件,,
屹立中型电子战节能 I,37230,建筑改装件,建筑战斗改装件,中型建筑战斗改装件,,
屹立中型电子战节能 II,37231,建筑改装件,建筑战斗改装件,中型建筑战斗改装件,,
屹立中型建筑多重锁定装置 I,37232,建筑改装件,建筑战斗改装件,中型建筑战斗改装件,,
屹立中型建筑多重锁定装置 II,37233,建筑改装件,建筑战斗改装件,中型建筑战斗改装件,,
屹立中型锁定增强系统 I,37234,建筑改装件,建筑战斗改装件,中型建筑战斗改装件,,
屹立中型锁定增强系统 II,37235,建筑改装件,建筑战斗改装件,中型建筑战斗改装件,,
屹立大型导弹飞行处理器 I,37248,建筑改装件,建筑战斗改装件,大型建筑战斗改装件,,
屹立大型导弹飞行处理器 II,37249,建筑改装件,建筑战斗改装件,大型建筑战斗改装件,,
屹立大型能量中和器反馈控制 I,37250,建筑改装件,建筑战斗改装件,大型建筑战斗改装件,,
屹立大型能量中和器反馈控制 II,37251,建筑改装件,建筑战斗改装件,大型建筑战斗改装件,,
屹立大型电子战指挥系统 I,37254,建筑改装件,建筑战斗改装件,大型建筑战斗改装件,,
屹立大型电子战指挥系统 II,37255,建筑改装件,建筑战斗改装件,大型建筑战斗改装件,,
屹立大型炸弹瞄准装置 I,37256,建筑改装件,建筑战斗改装件,大型建筑战斗改装件,,
屹立大型炸弹瞄准装置 II,37257,建筑改装件,建筑战斗改装件,大型建筑战斗改装件,,
屹立大型定点防御炮塔控制 I,37258,建筑改装件,建筑战斗改装件,大型建筑战斗改装件,,
屹立大型定点防御炮塔控制 II,37259,建筑改装件,建筑战斗改装件,大型建筑战斗改装件,,
屹立大型目标锁定阵列 I,37260,建筑改装件,建筑战斗改装件,大型建筑战斗改装件,,
屹立大型目标锁定阵列 II,37261,建筑改装件,建筑战斗改装件,大型建筑战斗改装件,,
屹立超大型导弹火力控制计算机 I,37268,建筑改装件,建筑战斗改装件,超大型建筑战斗改装件,,
屹立超大型导弹火力控制计算机 II,37269,建筑改装件,建筑战斗改装件,超大型建筑战斗改装件,,
屹立超大型电子战和散热协调器 I,37272,建筑改装件,建筑战斗改装件,超大型建筑战斗改装件,,
屹立超大型电子战和散热协调器 II,37273,建筑改装件,建筑战斗改装件,超大型建筑战斗改装件,,
屹立超大型毁灭级武器套装 I,37274,建筑改装件,建筑战斗改装件,超大型建筑战斗改装件,,
屹立超大型毁灭级武器套装 II,37275,建筑改装件,建筑战斗改装件,超大型建筑战斗改装件,,
快速鱼雷发射器 I,37288,舰船装备,炮台和发射器,导弹发射器,快速鱼雷发射器,
四联800mm频射加农炮 I,37289,舰船装备,炮台和发射器,射弹炮台,自动加农炮,超大型
四联超级脉冲激光器 I,37290,舰船装备,炮台和发射器,能量炮台,脉冲激光器,超大型
三中子疾速加农炮 I,37291,舰船装备,炮台和发射器,混合炮台,疾速炮,超大型
快速鱼雷发射器 II,37292,舰船装备,炮台和发射器,导弹发射器,快速鱼雷发射器,
恐惧古斯塔斯快速鱼雷发射器,37293,舰船装备,炮台和发射器,导弹发射器,快速鱼雷发射器,
超大型鱼雷发射器 II,37294,舰船装备,炮台和发射器,导弹发射器,堡垒级发射器,
超大型巡航导弹发射器 II,37295,舰船装备,炮台和发射器,导弹发射器,堡垒级发射器,
四联超级脉冲激光器 II,37296,舰船装备,炮台和发射器,能量炮台,脉冲激光器,超大型
调制型紧凑型四联超级脉冲激光器,37297,舰船装备,炮台和发射器,能量炮台,脉冲激光器,超大型
双联千兆级脉冲激光器 II,37298,舰船装备,炮台和发射器,能量炮台,脉冲激光器,超大型
双联千兆级集束激光器 II,37299,舰船装备,炮台和发射器,能量炮台,集束激光器,超大型
三中子疾速加农炮 II,37300,舰船装备,炮台和发射器,混合炮台,疾速炮,超大型
校准型紧凑型三中子疾速加农炮,37301,舰船装备,炮台和发射器,混合炮台,疾速炮,超大型
离子会战疾速炮 II,37302,舰船装备,炮台和发射器,混合炮台,疾速炮,超大型
双联1000mm磁轨炮 II,37303,舰船装备,炮台和发射器,混合炮台,磁轨炮,超大型
四联800mm频射加农炮 II,37304,舰船装备,炮台和发射器,射弹炮台,自动加农炮,超大型
紧凑型卡宾四联800mm频射加农炮,37305,舰船装备,炮台和发射器,射弹炮台,自动加农炮,超大型
六联2500mm频射加农炮 II,37306,舰船装备,炮台和发射器,射弹炮台,自动加农炮,超大型
四联3500mm会战型火炮 II,37307,舰船装备,炮台和发射器,射弹炮台,加农火炮,超大型
屹立大型弹药制造效率蓝图 I,37309,蓝图和反应,建筑改装件,建筑工程改装件,,
屹立超大型设备和消费品制造效率蓝图 I,37310,蓝图和反应,建筑改装件,建筑工程改装件,,
屹立大型基础大型舰船制造效率蓝图 I,37330,蓝图和反应,建筑改装件,建筑工程改装件,,
屹立大型高级大型舰船制造效率蓝图 I,37332,蓝图和反应,建筑改装件,建筑工程改装件,,
屹立大型设备制造效率蓝图 I,37334,蓝图和反应,建筑改装件,建筑工程改装件,,
屹立大型高级组件制造效率蓝图 I,37338,蓝图和反应,建筑改装件,建筑工程改装件,,
屹立超大型舰船制造效率蓝图 I,37343,蓝图和反应,建筑改装件,建筑工程改装件,,
屹立超大型实验室优化蓝图 I,37346,蓝图和反应,建筑改装件,建筑工程改装件,,
屹立超大型建筑和组件制造效率蓝图 I,37376,蓝图和反应,建筑改装件,建筑工程改装件,,
屹立中型导弹精度蓝图 I,37378,蓝图和反应,建筑改装件,,,
屹立中型导弹投射蓝图 I,37380,蓝图和反应,建筑改装件,,,
屹立中型能量中和器投射蓝图 I,37382,蓝图和反应,建筑改装件,,,
屹立中型能量中和器节能蓝图 I,37384,蓝图和反应,建筑改装件,,,
屹立中型电子战投射蓝图 I,37390,蓝图和反应,建筑改装件,,,
屹立中型电子战节能蓝图 I,37392,蓝图和反应,建筑改装件,,,
屹立中型建筑多重锁定装置蓝图 I,37394,蓝图和反应,建筑改装件,,,
屹立中型锁定增强系统蓝图 I,37396,蓝图和反应,建筑改装件,,,
屹立大型导弹飞行处理器蓝图 I,37410,蓝图和反应,建筑改装件,,,
屹立大型能量中和器反馈控制蓝图 I,37413,蓝图和反应,建筑改装件,,,
屹立大型电子战指挥系统蓝图 I,37417,蓝图和反应,建筑改装件,,,
屹立大型炸弹瞄准装置蓝图 I,37419,蓝图和反应,建筑改装件,,,
屹立大型定点防御炮塔控制蓝图 I,37421,蓝图和反应,建筑改装件,,,
屹立大型目标锁定阵列蓝图 I,37423,蓝图和反应,建筑改装件,,,
屹立超大型导弹火力控制计算机蓝图 I,37431,蓝图和反应,建筑改装件,,,
屹立超大型电子战和散热协调器蓝图 I,37435,蓝图和反应,建筑改装件,,,
屹立超大型毁灭级武器套装蓝图 I,37437,蓝图和反应,建筑改装件,,,
冰矿开采激光器 I,37450,舰船装备,采集设备,冰矿开采激光器,,
冰矿开采激光器 II,37451,舰船装备,采集设备,冰矿开采激光器,,
外空联合矿业冰矿开采激光器,37452,舰船装备,采集设备,冰矿开采激光器,,
磨难级海军型,37453,舰船,护卫舰,势力护卫舰,海军势力舰船,
守夜者级舰队型,37454,舰船,护卫舰,势力护卫舰,海军势力舰船,
狮鹫级海军型,37455,舰船,护卫舰,势力护卫舰,海军势力舰船,
毛鲁斯级海军型,37456,舰船,护卫舰,势力护卫舰,海军势力舰船,
执事级,37457,舰船,护卫舰,高级护卫舰,后勤护卫舰,艾玛
麒麟级,37458,舰船,护卫舰,高级护卫舰,后勤护卫舰,加达里
塔利亚级,37459,舰船,护卫舰,高级护卫舰,后勤护卫舰,盖伦特
手术刀级,37460,舰船,护卫舰,高级护卫舰,后勤护卫舰,米玛塔尔
微型跳跃力场发生器,37479,舰船装备,推进器,微型跳跃力场发生器,,
天梯级,37480,舰船,驱逐舰,高级驱逐舰,指挥驱逐舰,米玛塔尔
教皇级,37481,舰船,驱逐舰,高级驱逐舰,指挥驱逐舰,艾玛
鹳鸟级,37482,舰船,驱逐舰,高级驱逐舰,指挥驱逐舰,加达里
占星级,37483,舰船,驱逐舰,高级驱逐舰,指挥驱逐舰,盖伦特
磨难级拉塔日落涂装,37484,舰船涂装,护卫舰,标准护卫舰,艾玛,
刽子手级拉塔日落涂装,37485,舰船涂装,护卫舰,标准护卫舰,艾玛,
检察官级拉塔日落涂装,37486,舰船涂装,护卫舰,标准护卫舰,艾玛,
富豪级拉塔日落涂装,37487,舰船涂装,护卫舰,标准护卫舰,艾玛,
惩罚者级拉塔日落涂装,37488,舰船涂装,护卫舰,标准护卫舰,艾玛,
巨神兵级拉塔日落涂装,37489,舰船涂装,护卫舰,标准护卫舰,艾玛,
审判者级拉塔日落涂装,37490,舰船涂装,护卫舰,高级护卫舰,突击护卫舰,艾玛
复仇级拉塔日落涂装,37491,舰船涂装,护卫舰,高级护卫舰,突击护卫舰,艾玛
咒逐级拉塔日落涂装,37492,舰船涂装,护卫舰,高级护卫舰,隐形特勤舰,艾玛
净化级拉塔日落涂装,37493,舰船涂装,护卫舰,高级护卫舰,隐形特勤舰,艾玛
哨兵级拉塔日落涂装,37494,舰船涂装,护卫舰,高级护卫舰,电子攻击护卫舰,艾玛
十字军级拉塔日落涂装,37495,舰船涂装,护卫舰,高级护卫舰,截击舰,艾玛
咒灭级拉塔日落涂装,37496,舰船涂装,护卫舰,高级护卫舰,截击舰,艾玛
强制者级拉塔日落涂装,37497,舰船涂装,驱逐舰,标准驱逐舰,艾玛,
龙骑兵级拉塔日落涂装,37498,舰船涂装,驱逐舰,标准驱逐舰,艾玛,
异端级拉塔日落涂装,37499,舰船涂装,驱逐舰,高级驱逐舰,拦截舰,艾玛
主宰级拉塔日落涂装,37500,舰船涂装,巡洋舰,标准巡洋舰,艾玛,
奥格诺级拉塔日落涂装,37501,舰船涂装,巡洋舰,标准巡洋舰,艾玛,
暴君级拉塔日落涂装,37502,舰船涂装,巡洋舰,标准巡洋舰,艾玛,
启示级拉塔日落涂装,37503,舰船涂装,巡洋舰,标准巡洋舰,艾玛,
渎圣级拉塔日落涂装,37504,舰船涂装,巡洋舰,高级巡洋舰,重型突击巡洋舰,艾玛
狂热级拉塔日落涂装,37505,舰船涂装,巡洋舰,高级巡洋舰,重型突击巡洋舰,艾玛
奉献级拉塔日落涂装,37506,舰船涂装,巡洋舰,高级巡洋舰,重型拦截巡洋舰,艾玛
守卫级拉塔日落涂装,37507,舰船涂装,巡洋舰,高级巡洋舰,后勤舰,艾玛
诅咒级拉塔日落涂装,37508,舰船涂装,巡洋舰,高级巡洋舰,侦察舰,艾玛
朝圣级拉塔日落涂装,37509,舰船涂装,巡洋舰,高级巡洋舰,侦察舰,艾玛
先驱者级拉塔日落涂装,37510,舰船涂装,战列巡洋舰,标准战列巡洋舰,艾玛,
预言级拉塔日落涂装,37511,舰船涂装,战列巡洋舰,标准战列巡洋舰,艾玛,
先知级拉塔日落涂装,37512,舰船涂装,战列巡洋舰,标准战列巡洋舰,艾玛,
救赎级拉塔日落涂装,37513,舰船涂装,战列巡洋舰,高级战列巡洋舰,指挥舰,艾玛
